variant,month,net_pnl
tail02_reclaim00_all_1200_c5,2024-11,-0.019576315950220018
tail02_reclaim00_all_1200_c5,2024-12,-0.1283565762338006
tail02_reclaim00_all_1200_c5,2025-01,-0.24584579081616986
tail02_reclaim00_all_1200_c5,2025-02,-0.014741491760148606
tail02_reclaim00_all_1200_c5,2025-03,-0.09034385556793889
tail02_reclaim00_all_1200_c5,2025-04,0.20928569028120692
tail02_reclaim00_all_1200_c5,2025-05,0.09294063980762901
tail02_reclaim00_all_1200_c5,2025-06,0.010729422139752589
tail02_reclaim00_all_1200_c5,2025-07,-0.029483447332661446
tail02_reclaim00_all_1200_c5,2025-08,-0.1483714617268097
tail02_reclaim00_all_1200_c5,2025-09,-0.04314744783441904
tail02_reclaim00_all_1200_c5,2025-10,-0.017974762014541623
tail02_reclaim00_all_1200_c5,2025-11,0.0076125475202959425
tail02_reclaim00_all_1200_c5,2025-12,0.023009454917903023
tail02_reclaim00_all_1200_c5,2026-01,-0.10485509434857615
tail02_reclaim00_all_1200_c5,2026-02,-0.13374863918894886
tail02_reclaim00_all_1200_c5,2026-03,0.051897824225469624
tail02_reclaim00_all_1200_c5,2026-04,0.005652674857223374
tail02_reclaim00_all_1200_c10,2024-11,-0.03357631595022002
tail02_reclaim00_all_1200_c10,2024-12,-0.1413565762338006
tail02_reclaim00_all_1200_c10,2025-01,-0.25684579081616987
tail02_reclaim00_all_1200_c10,2025-02,-0.025741491760148612
tail02_reclaim00_all_1200_c10,2025-03,-0.10234385556793889
tail02_reclaim00_all_1200_c10,2025-04,0.2002856902812069
tail02_reclaim00_all_1200_c10,2025-05,0.085940639807629
tail02_reclaim00_all_1200_c10,2025-06,-0.00027057786024740904
tail02_reclaim00_all_1200_c10,2025-07,-0.038483447332661444
tail02_reclaim00_all_1200_c10,2025-08,-0.16137146172680972
tail02_reclaim00_all_1200_c10,2025-09,-0.05214744783441904
tail02_reclaim00_all_1200_c10,2025-10,-0.030974762014541628
tail02_reclaim00_all_1200_c10,2025-11,-0.003387452479704064
tail02_reclaim00_all_1200_c10,2025-12,0.011009454917903023
tail02_reclaim00_all_1200_c10,2026-01,-0.11685509434857615
tail02_reclaim00_all_1200_c10,2026-02,-0.14474863918894887
tail02_reclaim00_all_1200_c10,2026-03,0.03889782422546963
tail02_reclaim00_all_1200_c10,2026-04,-0.00634732514277663
tail02_reclaim00_all_1200_c20,2024-11,-0.06157631595022001
tail02_reclaim00_all_1200_c20,2024-12,-0.16735657623380057
tail02_reclaim00_all_1200_c20,2025-01,-0.2788457908161699
tail02_reclaim00_all_1200_c20,2025-02,-0.04774149176014861
tail02_reclaim00_all_1200_c20,2025-03,-0.1263438555679389
tail02_reclaim00_all_1200_c20,2025-04,0.18228569028120692
tail02_reclaim00_all_1200_c20,2025-05,0.07194063980762899
tail02_reclaim00_all_1200_c20,2025-06,-0.022270577860247408
tail02_reclaim00_all_1200_c20,2025-07,-0.056483447332661446
tail02_reclaim00_all_1200_c20,2025-08,-0.1873714617268097
tail02_reclaim00_all_1200_c20,2025-09,-0.07014744783441904
tail02_reclaim00_all_1200_c20,2025-10,-0.056974762014541616
tail02_reclaim00_all_1200_c20,2025-11,-0.02538745247970406
tail02_reclaim00_all_1200_c20,2025-12,-0.012990545082096974
tail02_reclaim00_all_1200_c20,2026-01,-0.14085509434857615
tail02_reclaim00_all_1200_c20,2026-02,-0.1667486391889489
tail02_reclaim00_all_1200_c20,2026-03,0.012897824225469628
tail02_reclaim00_all_1200_c20,2026-04,-0.030347325142776632
tail02_reclaim00_all_final_c5,2024-11,0.05130955047307606
tail02_reclaim00_all_final_c5,2024-12,-0.16055118596708706
tail02_reclaim00_all_final_c5,2025-01,-0.2429107523173999
tail02_reclaim00_all_final_c5,2025-02,-0.031001618721471447
tail02_reclaim00_all_final_c5,2025-03,-0.12778341533580584
tail02_reclaim00_all_final_c5,2025-04,0.29628453387121245
tail02_reclaim00_all_final_c5,2025-05,0.12338807199627544
tail02_reclaim00_all_final_c5,2025-06,-0.11318934335458075
tail02_reclaim00_all_final_c5,2025-07,-0.018799769296744373
tail02_reclaim00_all_final_c5,2025-08,-0.2398758986585383
tail02_reclaim00_all_final_c5,2025-09,0.0002786531774723322
tail02_reclaim00_all_final_c5,2025-10,-0.06461495689332242
tail02_reclaim00_all_final_c5,2025-11,-0.009007877773085537
tail02_reclaim00_all_final_c5,2025-12,0.03145384348105151
tail02_reclaim00_all_final_c5,2026-01,-0.11500892848473604
tail02_reclaim00_all_final_c5,2026-02,-0.16072052644238627
tail02_reclaim00_all_final_c5,2026-03,0.10421066425039222
tail02_reclaim00_all_final_c5,2026-04,0.08062513085058504
tail02_reclaim00_all_final_c10,2024-11,0.037309550473076054
tail02_reclaim00_all_final_c10,2024-12,-0.17355118596708707
tail02_reclaim00_all_final_c10,2025-01,-0.2539107523173999
tail02_reclaim00_all_final_c10,2025-02,-0.042001618721471456
tail02_reclaim00_all_final_c10,2025-03,-0.13978341533580585
tail02_reclaim00_all_final_c10,2025-04,0.28728453387121244
tail02_reclaim00_all_final_c10,2025-05,0.11538807199627543
tail02_reclaim00_all_final_c10,2025-06,-0.12518934335458076
tail02_reclaim00_all_final_c10,2025-07,-0.027799769296744367
tail02_reclaim00_all_final_c10,2025-08,-0.2528758986585383
tail02_reclaim00_all_final_c10,2025-09,-0.009721346822527666
tail02_reclaim00_all_final_c10,2025-10,-0.07761495689332241
tail02_reclaim00_all_final_c10,2025-11,-0.020007877773085544
tail02_reclaim00_all_final_c10,2025-12,0.019453843481051517
tail02_reclaim00_all_final_c10,2026-01,-0.12700892848473605
tail02_reclaim00_all_final_c10,2026-02,-0.17172052644238628
tail02_reclaim00_all_final_c10,2026-03,0.0902106642503922
tail02_reclaim00_all_final_c10,2026-04,0.06862513085058503
tail02_reclaim00_all_final_c20,2024-11,0.00930955047307605
tail02_reclaim00_all_final_c20,2024-12,-0.19955118596708707
tail02_reclaim00_all_final_c20,2025-01,-0.2759107523173999
tail02_reclaim00_all_final_c20,2025-02,-0.06400161872147145
tail02_reclaim00_all_final_c20,2025-03,-0.16378341533580584
tail02_reclaim00_all_final_c20,2025-04,0.26928453387121243
tail02_reclaim00_all_final_c20,2025-05,0.09938807199627545
tail02_reclaim00_all_final_c20,2025-06,-0.14918934335458076
tail02_reclaim00_all_final_c20,2025-07,-0.04579976929674437
tail02_reclaim00_all_final_c20,2025-08,-0.27887589865853835
tail02_reclaim00_all_final_c20,2025-09,-0.029721346822527667
tail02_reclaim00_all_final_c20,2025-10,-0.10361495689332241
tail02_reclaim00_all_final_c20,2025-11,-0.04200787777308556
tail02_reclaim00_all_final_c20,2025-12,-0.0045461565189484805
tail02_reclaim00_all_final_c20,2026-01,-0.15100892848473604
tail02_reclaim00_all_final_c20,2026-02,-0.19372052644238627
tail02_reclaim00_all_final_c20,2026-03,0.06221066425039222
tail02_reclaim00_all_final_c20,2026-04,0.04462513085058504
tail02_reclaim00_participation_q50_1200_c5,2024-11,-0.01544939503192088
tail02_reclaim00_participation_q50_1200_c5,2024-12,-0.1251863535103689
tail02_reclaim00_participation_q50_1200_c5,2025-01,-0.21859336954439224
tail02_reclaim00_participation_q50_1200_c5,2025-02,-0.048479262882981766
tail02_reclaim00_participation_q50_1200_c5,2025-03,-0.07679379364462224
tail02_reclaim00_participation_q50_1200_c5,2025-04,0.1272532493757017
tail02_reclaim00_participation_q50_1200_c5,2025-05,0.09294063980762901
tail02_reclaim00_participation_q50_1200_c5,2025-06,0.01455646187660753
tail02_reclaim00_participation_q50_1200_c5,2025-07,-0.036195718049288395
tail02_reclaim00_participation_q50_1200_c5,2025-08,-0.11608065366938902
tail02_reclaim00_participation_q50_1200_c5,2025-09,-0.008370313380362093
tail02_reclaim00_participation_q50_1200_c5,2025-10,-0.02411425651543575
tail02_reclaim00_participation_q50_1200_c5,2025-11,0.03418598238219306
tail02_reclaim00_participation_q50_1200_c5,2025-12,0.0199770272989524
tail02_reclaim00_participation_q50_1200_c5,2026-01,-0.11996253858318562
tail02_reclaim00_participation_q50_1200_c5,2026-02,-0.13654981471747585
tail02_reclaim00_participation_q50_1200_c5,2026-03,0.06888341882248183
tail02_reclaim00_participation_q50_1200_c5,2026-04,0.02339590002596892
tail02_reclaim00_participation_q50_1200_c10,2024-11,-0.02844939503192089
tail02_reclaim00_participation_q50_1200_c10,2024-12,-0.1331863535103689
tail02_reclaim00_participation_q50_1200_c10,2025-01,-0.22759336954439224
tail02_reclaim00_participation_q50_1200_c10,2025-02,-0.057479262882981774
tail02_reclaim00_participation_q50_1200_c10,2025-03,-0.08379379364462225
tail02_reclaim00_participation_q50_1200_c10,2025-04,0.1212532493757017
tail02_reclaim00_participation_q50_1200_c10,2025-05,0.085940639807629
